cuenta|descri|cta_raiz|cta_niv3|cn_nivel|||
5310000000|MATERIAL DIRECTO|5300000000|5310000000|3|||
5310010000|MATERIA PRIMA |5300000000|5310000000|4|||
5310010100|ROCA FOSFORICA|5300000000|5310000000|5|||
5310010200|CALCITA|5300000000|5310000000|5|||
5310010300|YESO AGRICOLA|5300000000|5310000000|5|||
5310010400|BARITINA|5300000000|5310000000|5|||
5310010500|ULEXITA|5300000000|5310000000|5|||
5310010600|DOLOMITA|5300000000|5310000000|5|||
5310010700|LEONARDITA|5300000000|5310000000|5|||
5310010800|PIEDRA CALIZA|5300000000|5310000000|5|||
5310010900|AGLOMERANTES DE PRODUCCION|5300000000|5310000000|5|||
5310011000|MERMAS|5300000000|5310000000|5|||
5310011001|MERMAS Y DESPERDICIOS EN MATERIAS PRIMAS|5300000000|5310000000|6|||
5310020000|OTROS GASTOS DE FABRICACION|5300000000|5310000000|4|||
5310030000|MERMAS Y DESPERDICIOS EN PRODUCTOS TERMINADOS|5300000000|5310000000|4|||
5310030100|MERMAS Y DESPERDICIOS EN PRODUCTOS TERMINADOS|5300000000|5310000000|5|||
5310040000|MERMAS Y DESPERDICIOS EN PRODUCTOS REPROCESADOS|5300000000|5310000000|4|||
5310040100|MERMAS Y DESPERDICIOS EN PRODUCTOS REPROCESADOS|5300000000|5310000000|5|||
5320000000|MANO DE OBRA |5300000000|5320000000|3|||
5320010000|MANO DE OBRA DIRECTA|5300000000|5320000000|4|||
5320010100|SUELDOS Y SALARIOS |5300000000|5320000000|5|||
5320010200|BENEFICIOS SOCIALES|5300000000|5320000000|5|||
5320010300|AGUINALDOS PRODUCCION|5300000000|5320000000|5|||
5320010400|INDEMNIZACIONES PRODUCCION|5300000000|5320000000|5|||
5320010500|BONOS AL PERSONAL DE PRODUCCION|5300000000|5320000000|5|||
5320020000|MANO DE OBRA INDIRECTA|5300000000|5320000000|4|||
5320020100|PERSONAL EVENTUAL|5300000000|5320000000|5|||
5320020200|SUB CONTRATISTAS |5300000000|5320000000|5|||
5320020300|SERVICIOS PRESTADOS POR TERCEROS|5300000000|5320000000|5|||
5330000000|COSTOS INDIRECTOS DE FABRICACION|5300000000|5330000000|3|||
5330010000|SERVICIOS BASICOS|5300000000|5330000000|4|||
5330010100|ENERGIA ELECTRICA |5300000000|5330000000|5|||
5330010101|TASA ALUMBRADO PUBLICO|5300000000|5330000000|6|||
5330010200|GAS|5300000000|5330000000|5|||
5330010300|AGUA PRODUCCION|5300000000|5330000000|5|||
5330010400|INTERNET|5300000000|5330000000|5|||
5330010500|SERVCIO DE ALIMENTACION|5300000000|5330000000|5|||
5330010600|TRANSPORTE PRODUCCION|5300000000|5330000000|5|||
5330020000|MANTENIMIENTO Y REPARACION|5300000000|5330000000|4|||
5330020100|MANTENIMIENTO Y REPARACION MAQUINARIA LIVIANA|5300000000|5330000000|5|||
5330020200|MANTENIMIENTO Y REPARACION MAQUINARIA PESADA|5300000000|5330000000|5|||
5330020300|MANTENIMIENTO Y REPARACION VEHICULOS PRODUCCION|5300000000|5330000000|5|||
5330020400|MANTENIMIENTO Y REPARACION MAQUINARIA DE PRODUCCION|5300000000|5330000000|5|||
5330020500|MANTENIMIENTO Y REPARACION HERRAMIENTAS EN GENERAL|5300000000|5330000000|5|||
5330030000|REPUESTOS Y ACCESORIOS|5300000000|5330000000|4|||
5330030100|REPUESTOS Y ACCESORIOS MAQUINARIA LIVIANA|5300000000|5330000000|5|||
5330030200|REPUESTOS Y ACCESORIOS MAQUINARIA PESADA|5300000000|5330000000|5|||
5330030300|REPUESTOS Y ACCESORIOS VEHICULOS PRODUCCION|5300000000|5330000000|5|||
5330030400|REPUESTOS Y ACCESORIOS PARA MAQUINARIA DE  PRODUCCION|5300000000|5330000000|5|||
5330030500|INSTALACION DE EQUIPOS |5300000000|5330000000|5|||
5330030600|REPUESTOS Y ACCESORIOS DE HERRAMIENTAS Y OTROS|5300000000|5330000000|5|||
5330040000|SEGUROS ADQUIRIDOS|5300000000|5330000000|4|||
5330050000|MATERIALES Y SUMINISTROS|5300000000|5330000000|4|||
5330050100|MATERIALES Y SUMINISTROS |5300000000|5330000000|5|||
5330070000|HERRAMIENTAS|5300000000|5330000000|4|||
5330070100|HERRAMIENTAS|5300000000|5330000000|5|||
5330080000|MATERIAL DE CONSTRUCCION|5300000000|5330000000|4|||
5330080100|MATERIAL DE CONSTRUCCION|5300000000|5330000000|5|||
5330090000|MATERIALES ELECTRICOS|5300000000|5330000000|4|||
5330090100|MATERIALES ELECTRICOS|5300000000|5330000000|5|||
5330100000|COMBUSTIBLES Y LUBRICANTES|5300000000|5330000000|4|||
5330100100|COMBUSTIBLES Y LUBRICANTES PARA SUMNISTRO|5300000000|5330000000|5|||
5330100101|GASOLINA|5300000000|5330000000|6|||
5330100102|DIESEL|5300000000|5330000000|6|||
5330100200|COMBUSTIBLES Y LUBRICANTES VEHICULOS|5300000000|5330000000|5|||
5330100300|LUBRICANTES |5300000000|5330000000|5|||
5330110000|MATERIAL DE LIMPIEZA|5300000000|5330000000|4|||
5330110100|MATERIAL DE LIMPIEZA|5300000000|5330000000|5|||
5330120000|EQUIPO DE PROTECCION PERSONAL (EEPP) PRODUCCION|5300000000|5330000000|4|||
5330120100|ROPA DE TRABAJO PRODUCCION |5300000000|5330000000|5|||
5330120200|EQUIPO DE PROTECCION PERSONAL|5300000000|5330000000|5|||
5330130000|MATERIAL DE ESCRITORIO|5300000000|5330000000|4|||
5330130100|MATERIAL DE ESCRITORIO|5300000000|5330000000|5|||
5330140000|MATERIALES DE EMPAQUE|5300000000|5330000000|4|||
5330140100|MATERIALES DE EMPAQUE|5300000000|5330000000|5|||
5330150000|OTRO GASTOS DE PRODUCCION|5300000000|5330000000|4|||
5330150100|PEAJE PRODUCCION |5300000000|5330000000|5|||
5330150200|ALIMENTOS Y REFRIGERIOS|5300000000|5330000000|5|||
5330150300|GASTOS ORDINARIOS DE REFRIGERIO|5300000000|5330000000|5|||
5330150400|OTRO GASTOS DE PRODUCCION|5300000000|5330000000|5|||
5330150401|PESAJE DE MATERIA PRIMA ULEXITA A GRANEL|5300000000|5330000000|6|||
5330150402|PESAJE DE PRODUCTOS TERMINADOS|5300000000|5330000000|6|||
5330150500|ENVIO Y ENCOMIENDAS|5300000000|5330000000|5|||
5330160000|GASTOS DE INVESTIGACIÓN|5300000000|5330000000|4|||
5330160100|PRUEBAS PILOTO|5300000000|5330000000|5|||
5330160200|PASAJES Y VIATICOS PARA INVESTIGACION |5300000000|5330000000|5|||
5330160300|ENVIO Y ENCOMIENDAS PARA INVESTIGACION|5300000000|5330000000|5|||
5330170000|GASTOS DE LABORATORIO|5300000000|5330000000|4|||
5330170100|ANALISIS EXTERNOS DE LABORATORIO|5300000000|5330000000|5|||
5330170200|.|5300000000|5330000000|5|||
5330180000|DEPRECIACIONES|5300000000|5330000000|4|||
5330180100|DEPRECIACION DE MAQUINARIA|5300000000|5330000000|5|||
5330180101|DEPRECIACION DE MAQUINARIA LIVIANA|5300000000|5330000000|6|||
5330180102|DEPRECIACION DE MAQUINARIA PESADA|5300000000|5330000000|6|||
5330180103|DEPRECIACION DE MAQUINARIA PARA PRODUCCION|5300000000|5330000000|6|||
5330180200|DEPRECIACION DE VEHICULOS|5300000000|5330000000|5|||
5330180300|DEPRECIACIONES DE INSTALACIONES|5300000000|5330000000|5|||
5330180400|DEPRECIACION DE HERRAMIENTAS Y UNIDADES DE REEMPLAZO|5300000000|5330000000|5|||
5330180500|DEPRECIACION DE EDIFICIOS|5300000000|5330000000|5|||
5330180600|DEPRECIACION DE MUEBLES Y ENSERES|5300000000|5330000000|5|||
5330180700|DEPRECIACION DE EQUIPOS DE COMPUTACION|5300000000|5330000000|5|||
5330180800|DEPRECIACION DE EQUIPOS E INSTALACION DE LABORATOR|5300000000|5330000000|5|||
5330180900|DEPRECIACION DE EQUIPOS ELECTRICOS|5300000000|5330000000|5|||
5330181000|DEPRECIACION DE HERRAMIENTAS EN GENERAL|5300000000|5330000000|5|||
5330181100|DEPRECIACION EQUIPOS E INSTALACIONES EN GENERAL|5300000000|5330000000|5|||
5330181200|DEPRECIACION TINGLADOS Y COBERTIZOS DE METAL|5300000000|5330000000|5|||
5330181300|DEPRECIACION SILOS, ALMACENES Y GALPONES|5300000000|5330000000|5|||
5330190000|DEPRECIACIONES DE BIENES DE USO|5300000000|5330000000|4|||
5330200000|ALQUILERES|5300000000|5330000000|4|||
5330200100|ALQUILERES VARIOS |5300000000|5330000000|5|||
5330200200|CARGUIO Y DESCARGUIO|5300000000|5330000000|5|||
5330210000|FABRICACION DE MAQUINAS PROPIAS|5300000000|5330000000|4|||
5330210100|FABRICACION DE MAQUINAS PROPIAS|5300000000|5330000000|5|||
5330210200|ALQUILERES DE MAQUINARIA|5300000000|5330000000|5|||
5330210300|ALQUILER DE VEHICULOS|5300000000|5330000000|5|||
5330220000|PESAJES DE MATERIAL EN GENERAL |5300000000|5330000000|4|||
5330220100|PESAJES DE MATERIAL EN GENERAL |5300000000|5330000000|5|||
5340000000|GASTOS DE COMERCIALIZACION|5300000000|5340000000|3|||
5340010000|SUELDOS Y SALARIOS COMERCIALIZACION|5300000000|5340000000|4|||
5340010100|SUELDOS Y SALARIOS COMERCIALIZACION|5300000000|5340000000|5|||
5340010101|SUELDOS Y SALARIOS VENDEDORES|5300000000|5340000000|6|||
5340020000|BENEFICIOS SOCIALES|5300000000|5340000000|4|||
5340020100|BENEFICIOS SOCIALES|5300000000|5340000000|5|||
5340020200|HORAS EXTRAS|5300000000|5340000000|5|||
5340030000|GASTOS GENERALES DE COMERCIALIZACION|5300000000|5340000000|4|||
5340030100|COMISIONES SOBRE VENTAS|5300000000|5340000000|5|||
5340030200|VIATICOS|5300000000|5340000000|5|||
5340030300|PASAJES COMERCIALIZACION |5300000000|5340000000|5|||
5340030400|TRAMITES Y LEGALIZACIONES DE EXPORTACION|5300000000|5340000000|5|||
5340030500|TRAMITES Y LEGALIZACIONES MERCADO INTERNO |5300000000|5340000000|5|||
5340040000|SERVICIOS BASICOS|5300000000|5340000000|4|||
5340040100|ENERGIA ELECTRICA |5300000000|5340000000|5|||
5340040200|TELEFONO|5300000000|5340000000|5|||
5340040300|INTERNET |5300000000|5340000000|5|||
5340050000|PUBLICIDAD Y PROPAGANDA |5300000000|5340000000|4|||
5340050100|TV/RADIO|5300000000|5340000000|5|||
5340050200|FOLLETERIA  Y BANNERS|5300000000|5340000000|5|||
5340050300|OTRO MATERIALES PUBLICITARIOS|5300000000|5340000000|5|||
5340050400|MARKETING-MERCADEO|5300000000|5340000000|5|||
5340050500|GASTOS DE REPRESENTACION PUBLICIDAD|5300000000|5340000000|5|||
5340060000|DEPRECIACION DE BIENES DE USO|5300000000|5340000000|4|||
5340070000|PERDIDA EN CUENTAS INCOBRABLES|5300000000|5340000000|4|||
5340070100|CUENTAS INCOBRABLES|5300000000|5340000000|5|||
5340080000|OTROS GASTOS DE COMERCIALIZACION|5300000000|5340000000|4|||
5340090000|MERMAS Y BAJAS EN VENTAS|5300000000|5340000000|4|||
5340090100|MERMAS Y BAJAS EN VENTAS|5300000000|5340000000|5|||
5340100000|HONORARIOS PROFESIONALES |5300000000|5340000000|4|||
5340100100|HONORARIOS PROFESIONALES |5300000000|5340000000|5|||
5340110000|SEGUROS ADQUIRIDOS|5300000000|5340000000|4|||
5340110100|SEGUROS ADQUIRIDOS|5300000000|5340000000|5|||
5340140000|DEPRECIACIONES DE ACTIVOS FIJOS|5300000000|5340000000|4|||
5340140100|DEPRECIACION DE EDIFICIOS|5300000000|5340000000|5|||
5340140200|DEPRECIACION DE HERRAMIENTAS Y UNIDADES DE REMPLAZO|5300000000|5340000000|5|||
5340140300|DEPRECIACION DE VEHICULOS|5300000000|5340000000|5|||
5340140400|DEPRECIACION DE MUEBLES Y ENSERES|5300000000|5340000000|5|||
5340140500|DEPRECIACION DE EQUIPOS DE COMPUTACION|5300000000|5340000000|5|||
5340140600|DEPRECIACION DE INSTALACIONES|5300000000|5340000000|5|||
5340140700|DEPRECIACION DE EQUIPOS ELECTRICOS|5300000000|5340000000|5|||
5340140800|DEPRECIACION DE HERRAMIENTAS EN GENERAL|5300000000|5340000000|5|||
5340140900|DEPRECIACION DE EQUIPO TELEFONICO|5300000000|5340000000|5|||
5340141000|DEPRECIACION DE EQUIPO DE IMPRESION|5300000000|5340000000|5|||
5340150000|ALIMENTACION Y REFRIGERIO|5300000000|5340000000|4|||
5340150100|ALIMENTACION Y REFRIGERIO|5300000000|5340000000|5|||
5340160000|PROVISION AGUINALDOS|5300000000|5340000000|4|||
5340160100|AGUINALDOS COMERCIALIZACION|5300000000|5340000000|5|||
5340170000|PREVISION INDEMNIZACIONES|5300000000|5340000000|4|||
5340170100|INDEMNIZACIONES COMERCIALIZACION|5300000000|5340000000|5|||
5340180000|TRANSPORTE COMERCIALIZACION|5300000000|5340000000|4|||
5340180100|TRANSPORTE COMERCIALIZACION|5300000000|5340000000|5|||
5340190000|MANTENIMIENTO Y REPARACION VEHICULOS |5300000000|5340000000|4|||
5340190100|MANTENIMIENTO Y REPARACION VEHICULOS COMERCIALIZACION|5300000000|5340000000|5|||
5340200000|MATERIALES Y SUMINISTROS|5300000000|5340000000|4|||
5340200100|MATERIALES Y SUMINISTROS|5300000000|5340000000|5|||
5340210000|MATERIAL DE ESCRITORIO|5300000000|5340000000|4|||
5340210100|MATERIAL DE ESCRITORIO|5300000000|5340000000|5|||
5340220000|MATERIAL DE LIMPIEZA|5300000000|5340000000|4|||
5340220100|MATERIAL DE LIMPIEZA|5300000000|5340000000|5|||
5340230000|EQUIPO DE PROTECCION EEPP COMERCIALIZACION|5300000000|5340000000|4|||
5340230100|ROPA DE TRABAJO |5300000000|5340000000|5|||
5340240000|COMBUSTIBLES Y LUBRICANTES|5300000000|5340000000|4|||
5340240100|COMBUSTIBLES Y LUBRICANTES|5300000000|5340000000|5|||
5340250000|COMBUSTIBLES Y LUBRICANTES VEHICULOS ADMINISTRACION|5300000000|5340000000|4|||
5340250100|COMBUSTIBLES Y LUBRICANTES VEHICULOS ADMINISTRACION|5300000000|5340000000|5|||
5340260000|EQUIPO DE PROTECCION PERSONAL (EEPP)|5300000000|5340000000|4|||
5340260100|EQUIPO DE PROTECCION PERSONAL (EEPP)|5300000000|5340000000|5|||
5350000000|PROYECTOS|5300000000|5350000000|3|||
5350010000|COMBUSTIBLES Y LUBRICANTES |5300000000|5350000000|4|||
5350010100|COMBUSTIBLES Y LUBRICANTES |5300000000|5350000000|5|||
5350020000|ACCESORIOS Y REPUESTOS |5300000000|5350000000|4|||
5350020100|ACCESORIOS Y REPUESTOS |5300000000|5350000000|5|||
5350030000|MANTENIMIENTO DE MAQUINARIA|5300000000|5350000000|4|||
5350030100|MANTENIMIENTO DE MAQUINARIA|5300000000|5350000000|5|||
5350040000|ALQUILER DE TRANSPORTE |5300000000|5350000000|4|||
5350040100|ALQUILER DE TRANSPORTE |5300000000|5350000000|5|||
5350050000|ALQUILER DE MAQUINARIA PESADA|5300000000|5350000000|4|||
5350050100|ALQUILER DE MAQUINARIA PESADA|5300000000|5350000000|5|||
5350060000|SERVICIO TECNICO|5300000000|5350000000|4|||
5350060100|SERVICIO TECNICO|5300000000|5350000000|5|||
5350070000|SEGURO DE MAQUINARIA|5300000000|5350000000|4|||
5350070100|SEGURO DE MAQUINARIA|5300000000|5350000000|5|||
5350080000|MATERIAL DE CONSTRUCCION |5300000000|5350000000|4|||
5350080100|MATERIAL DE CONSTRUCCION |5300000000|5350000000|5|||
5350090000|MATERIAL DE ESCRITORIO|5300000000|5350000000|4|||
5350090100|MATERIAL DE ESCRITORIO|5300000000|5350000000|5|||
5350100000|MATERIAL DE LIMPIEZA|5300000000|5350000000|4|||
5350100100|MATERIAL DE LIMPIEZA|5300000000|5350000000|5|||
5350110000|ALIMENTACION Y REFRIGERIO|5300000000|5350000000|4|||
5350110100|ALIMENTACION Y REFRIGERIO|5300000000|5350000000|5|||
5350120000|PERSONAL EVENTUAL|5300000000|5350000000|4|||
5350120100|PERSONAL EVENTUAL|5300000000|5350000000|5|||
5350130000|MATERIAL DE PLOMERIA|5300000000|5350000000|4|||
5350130100|MATERIAL DE PLOMERIA|5300000000|5350000000|5|||
5350140000|MATERIALES ELECTRICOS|5300000000|5350000000|4|||
5350140100|MATERIALES ELECTRICOS|5300000000|5350000000|5|||
5350150000|MATERIALES Y SUMINISTROS|5300000000||4|||
5350150100|MATERIALES Y SUMINISTROS|5300000000||5|||
5350160000|EQUIPO DE PROTECCION ALPERSONAL|5300000000||4|||
5350160100|EQUIPO DE PROTECCION ALPERSONAL|5300000000||5|||
5350160200|ROPA DE TRABAJO |5300000000||5|||
5350170000|HERRAMIENTAS A CORTO PLAZO|5350000000||4|||
5350170100|HERRAMIENTAS A CORTO PLAZO|5350000000||5|||
5400000000|COSTOS DE LABORATORIO|5400000000||2|||
5410000000|COSTOS DE LABORATORIO|5400000000|5410000000|3|||
5410010000|SUELDOS Y SALARIOS|5400000000|5410000000|4|||
5410010100|SUELDOS Y SALARIOS LABORATORIO |5400000000|5410000000|5|||
5410020000|BENEFICIOS SOCIALES|5400000000|5410000000|4|||
5410020100|AGUINALDOS LABORATORIO|5400000000|5410000000|5|||
5410020200|INDEMNIZACIONES LABORATORIO|5400000000|5410000000|5|||
5410020300|HORAS EXTRAS|5400000000|5410000000|5|||
5410030000|EQUIPO DE PROTECCION PERSONAL (EEPP) LABORATORIO|5400000000|5410000000|4|||
5410030100|EQUIPO DE PROTECCION|5400000000|5410000000|5|||
5410030200|ROPA DE TRABAJO LABORATORIO|5400000000|5410000000|5|||
5410040000|MATERIALES DE LABORATORIO|5400000000|5410000000|4|||
5410040100|MATERIAL DE PLASTICO|5400000000|5410000000|5|||
5410040200|MATERIAL DE VIDRIO|5400000000|5410000000|5|||
5410040300|MATERIAL DE METAL|5400000000|5410000000|5|||
5410040400|REACTIVOS|5400000000|5410000000|5|||
5410040500|OTROS MATERIALES DE LABORATORIO|5400000000|5410000000|5|||
5410050000|MATERIALES DE LIMPIEZA|5400000000|5410000000|4|||
5410050100|MATERIALES Y SUMINISTROS DE LIMPIEZA|5400000000|5410000000|5|||
5410060000|DEPRECIACION DE BIENES DE USO|5400000000|5410000000|4|||
5410060100|DEPRECIACION DE BIENES DE USO|5400000000|5410000000|5|||
5410070000|DEPRECIACION DE ACTIVOS FIJOS|5400000000|5410000000|4|||
5410070100|DEPRECIACION DE EDIFICIOS|5400000000|5410000000|5|||
5410070200|DEPRECIACION DE HERRAMIENTAS Y UNIDADES DE REMPLAZO|5400000000|5410000000|5|||
5410070300|DEPRECIACION DE VEHICULOS|5400000000|5410000000|5|||
5410070400|DEPRECIACION DE MUEBLES Y ENSERES|5400000000|5410000000|5|||
5410070500|DEPRECIACION DE EQUIPOS DE COMPUTACION|5400000000|5410000000|5|||
5410070600|DEPRECIACION DE INSTALACIONES|5400000000|5410000000|5|||
5410070700|DEPRECIACION DE EQUIPOS ELECTRICOS|5400000000|5410000000|5|||
5410070800|DEPRECIACION DE HERRAMIENTAS EN GENERAL|5400000000|5410000000|5|||
5410070900|DEPRECIACION DE EQUIPO TELEFONICO|5400000000|5410000000|5|||
5410071000|DEPRECIACION DE EQUIPO DE IMPRESION|5400000000|5410000000|5|||
5410071100|DEPRECIACION DE EQUIPOS E INSTALACION DE LABORATORIO|5400000000|5410000000|5|||
5410080000|ACCESORIOS Y REPUESTOS EQUIPO  E INSTALACION LABORATORIO|5400000000|5410000000|4|||
5410080100|ACCESORIOS Y REPUESTOS EQUIPO  E INSTALACION LABORATORIO|5400000000|5410000000|5|||
5410090000|SERVICIOS BASICOS|5400000000|5410000000|4|||
5410090100|ENERGIA ELECTRICA|5400000000|5410000000|5|||
5410090200|INTERNET|5400000000|5410000000|5|||
5410090300|TELEFONO|5400000000|5410000000|5|||
5410090400|AGUA LABORATORIO|5400000000|5410000000|5|||
5420000000|OTROS GASTOS DE LABORATORIO|5400000000|5420000000|3|||
5420010000|TRAMITES Y LEGALIZACIONES |5400000000|5420000000|4|||
5420010100|TRAMITES Y LEGALIZACIONES |5400000000|5420000000|5|||
5420020000|ENVIO Y ENCOMIENDAS|5400000000|5420000000|4|||
5420020100|ENVIO Y ENCOMIENDAS|5400000000|5420000000|5|||
5420030000|HONORARIOS PROFESIONALES |5400000000|5420000000|4|||
5420030100|HONORARIOS PROFESIONALES |5400000000|5420000000|5|||
5420040000|ANALISIS EXTERNOS|5400000000|5420000000|4|||
5420040100|ANALISIS EXTERNOS|5400000000|5420000000|5|||
5420050000|VIATICOS|5400000000|5420000000|4|||
5420050100|VIATICOS|5400000000|5420000000|5|||
5420060000|PASAJES|5400000000|5420000000|4|||
5420060100|PASAJES|5400000000|5420000000|5|||
5420070000|PUBLICIDAD|5400000000|5420000000|4|||
5420070100|PUBLICIDAD|5400000000|5420000000|5|||
5420080000|HONORARIOS PROFESIONALES |5400000000|5420000000|4|||
5420080100|HONORARIOS PROFESIONALES |5400000000|5420000000|5|||
5420090000|ALIMENTOS Y REFRIGERIOS|5400000000|5420000000|4|||
5420090100|ALIMENTOS Y REFRIGERIOS|5400000000|5420000000|5|||
5420100000|TRANSPORTE LABORATORIO|5400000000|5420000000|4|||
5420100100|TRANSPORTE LABORATORIO|5400000000|5420000000|5|||
5420110000|MANTENIMIENTO Y REPARACION |5400000000|5420000000|4|||
5420110100|MANTENIMIENTO Y REPARACION EQUIPOS DE LABORATORIO|5400000000|5420000000|5|||
5420110200|MANTENIMIENTO Y REPARACION EQUIPOS DEVEHICULOS|5400000000|5420000000|5|||
5420120000|AJUSTES( TODO LO RELAC. A LABORATORIO)|5400000000|5420000000|4|||
5420120100|AJUSTES( TODO LO RELAC. A LABORATORIO)|5400000000|5420000000|5|||
5420130000|MATERIALES Y SUMINISTROS|5400000000|5420000000|4|||
5420130100|MATERIALES Y SUMINISTROS|5400000000|5420000000|5|||
5420130200|REPUESTOS Y ACCESORIOS PARA EQUIPOS DE LABORATORIO|5400000000|5420000000|5|||
5420140000|COMBUSTIBLES Y LUBRICANTES VEHICULOS|5400000000|5420000000|4|||
5420140100|COMBUSTIBLES Y LUBRICANTES |5400000000|5420000000|5|||
5420150000|SEGUROS|5400000000|5420000000|4|||
5420150100|SEGUROS|5400000000|5420000000|5|||
5420160000|MATERIAL DE ESCRITORIO|5400000000|5420000000|4|||
5420160100|MATERIAL DE ESCRITORIO|5400000000|5420000000|5|||
5420170000|GASTOS DE SALUD|5400000000|5420000000|4|||
5420170100|GASTOS DE SALUD|5400000000|5420000000|5|||
5500000000|GASTOS GENERALES DE ADMINISTRACION|5500000000||2|||
5510000000|GASTOS DEL PERSONAL|5500000000|5510000000|3|||
5510010000|SUELDOS Y SALARIOS|5500000000|5510000000|4|||
5510010100|SUELDOS Y SALARIOS ADMINISTRACION CONTABLE|5500000000|5510000000|5|||
5510010200|SUELDOS Y SALARIOS INVESTIGACION|5500000000|5510000000|5|||
5510010300|SUELDOS Y SALARIOS RECURSOS HUMANOS|5500000000|5510000000|5|||
5510010400|SUELDOS Y SALARIOS ALMACEN|5500000000|5510000000|5|||
5510010500|SUELDOS Y SALARIOS PERSONAL DE LIMPIEZA|5500000000|5510000000|5|||
5510010600|SUELDOS Y SALARIOS SEGURIDAD|5500000000|5510000000|5|||
5510010700|SUELDOS Y SALARIOS COMEDOR|5500000000|5510000000|5|||
5510010800|SUELDOS Y SALARIOS DISEÑO Y MONTAJE|5500000000|5510000000|5|||
5510010900|SUELDOS Y SALARIOS DIRECTORIO|5500000000|5510000000|5|||
5510011000|SUELDOS Y SALARIOS MATERIA PRIMA|5500000000|5510000000|5|||
5510011100|SUELDOS Y SALARIOS ASESORIA LEGAL |5500000000|5510000000|5|||
5510011200|SUELDOS Y SALARIOS  SEGURIDAD INDUSTRIAL|5500000000|5510000000|5|||
5510011300|SUELDOS Y SALARIOS ASISTENTE GERENCIA |5500000000|5510000000|5|||
5510020000|BENEFICIOS SOCIALES|5500000000|5510000000|4|||
5510020100|BENEFICIOS SOCIALES|5500000000|5510000000|5|||
5510030000|PROVISION AGUINALDOS|5500000000|5510000000|4|||
5510030100|AGUINALDOS ADMINISTRACION|5500000000|5510000000|5|||
5510030200|AGUINALDOS OTROS|5500000000|5510000000|5|||
5510040000|PREVISION INDEMNIZACIONES|5500000000|5510000000|4|||
5510040100|INDEMNIZACIONES ADMINISTRACION|5500000000|5510000000|5|||
5510050000|PERSONAL EVENTUAL ADMINISTRACION|5500000000|5510000000|4|||
5510050100|PERSONAL EVENTUAL ADMINISTRACION|5500000000|5510000000|5|||
5510060000|DESAHUCIO|5500000000|5510000000|4|||
5510060100|DESAHUCIO|5500000000|5510000000|5|||
5510070000|INDEMNIZACION POR ANTIGUEDAD|5500000000|5510000000|4|||
5510070100|INDEMNIZACION POR ANTIGUEDAD|5500000000|5510000000|5|||
5510080000|HORAS EXTRAS Y DOMINICALES|5500000000|5510000000|4|||
5510080100|HORAS EXTRAS Y DOMINICALES|5500000000|5510000000|5|||
5510090000|ASIGNACIONES FAMILIARES|5500000000|5510000000|4|||
5510090100|ASIGNACIONES FAMILIARES|5500000000|5510000000|5|||
5510090200|SUBSIDIOS Y LACTANCIA |5500000000|5510000000|5|||
5510100000|PRIMAS|5500000000|5510000000|4|||
5510100100|PRIMAS|5500000000|5510000000|5|||
5510110000|COMPENSACION VACACIONES|5500000000|5510000000|4|||
5510110100|COMPENSACION VACACIONES|5500000000|5510000000|5|||
5510120000|APORTES CARGAS SOCIALES|5500000000|5510000000|4|||
5510120100|APORTES LABORALES - GESTORA PUBLICA|5500000000|5510000000|5|||
5510120200|INTERESES Y RECARGOS POR CARGAS SOCIALES|5500000000|5510000000|5|||
5510120300|APORTES PATRONALES - GESTORA PUBLICA|5500000000|5510000000|5|||
5510120400|APORTES PATRONALES - CPS|5500000000|5510000000|5|||
5510130000|HOSPEDAJE|5500000000|5510000000|4|||
5510130100|HOSPEDAJE|5500000000|5510000000|5|||
5510140000|GASTOS DE FESTEJO|5500000000|5510000000|4|||
5510140100|GASTOS DE FESTEJO|5500000000|5510000000|5|||
5510150000|ALIMENTOS Y REFRIGERIOS|5500000000|5510000000|4|||
5510150100|ALIMENTOS Y REFRIGERIOS|5500000000|5510000000|5|||
5510160000|PASAJES Y VIATICOS|5500000000|5510000000|4|||
5510160100|PASAJES Y VIATICOS|5500000000|5510000000|5|||
5510160200|PASAJES|5500000000|5510000000|5|||
5510170000|MATERIAL DE LIMPIEZA|5500000000|5510000000|4|||
5510170100|MATERIAL DE LIMPIEZA|5500000000|5510000000|5|||
5510180000|MATERIAL DE ESCRITORIO|5500000000|5510000000|4|||
5510180100|MATERIAL DE ESCRITORIO|5500000000|5510000000|5|||
5510190000|EQUIPO DE PROTECCION PERSONAL EEPP ADMINISTRACION|5500000000|5510000000|4|||
5510190100|ROPA DE TRABAJO ADMINISTRACION |5500000000|5510000000|5|||
5510190200|EQUIPO DE PROTECCION PERSONAL EEPP |5500000000|5510000000|5|||
5510200000|FLETES Y TRANSPORTE|5500000000|5510000000|4|||
5510200100|FLETES Y TRANSPORTE|5500000000|5510000000|5|||
5510210000|SUMINISTROS DE OFICINA|5500000000|5510000000|4|||
5510210100|SUMINISTROS DE OFICINA|5500000000|5510000000|5|||
5510220000|MATERIAL DE CONSTRUCCION|5500000000|5510000000|4|||
5510220100|MATERIAL DE CONSTRUCCION|5500000000|5510000000|5|||
5510230000|MANTENIMIENTO Y REPARACION EQUIPOS DE COMPUTACION|5500000000|5510000000|4|||
5510230100|MANTENIMIENTO Y REPARACION EQUIPOS DE COMPUTACION|5500000000|5510000000|5|||
5510240000|SERVICIOS BASICOS|5500000000|5510000000|4|||
